user_id,title,text,Genre,show_id,created
1319761758131806209,Don,"2. I don't have all the time in the world to make edits

I really wanna continue doing this but trust me I may not… https://t.co/xf18HHtY8b",Action,20255837,2020-11-29 21:56:20
1434513704,Happy,Happy bday black panther you are missed,Action,80177346,2020-11-29 22:52:06
16715739,Medium,I thought this was a pretty good article on @Medium: “The Hypocrisy of Dave Chappelle’s Power Play” https://t.co/64Cu2FRTVP,Horror,81168340,2020-11-27 16:42:09
2434220706,Love,I LOVE Dave Chappelle. The man is a global treasure. Miss me with the “he walked away from ___ amount of money” you… https://t.co/xtmQQfHiMD,Romance,81033200,2020-11-28 14:22:43
3016350694,TomorrowwithYou,No Tomorrow. https://t.co/4TJUn96eGB,Romance,81167029,2020-12-18 17:08:33
3016350694,TomorrowNeverDies,No Tomorrow. https://t.co/4TJUn96eGB,Action,17016471,2020-12-18 17:08:33
33361992,Still,“still? fr? after what they did to our dave chappelle?”,Horror,80999985,2020-12-14 20:01:42
399789228,Moonwalkers,Moonwalkers! https://t.co/7WqFWrKAVe,Action,80046728,2020-11-22 21:06:53
57453277,NationalTreasure,"In the last day, the National Review has run SEVEN pieces on the matter. Including this one (another ""qualified"" cr… https://t.co/miNDcsPcHe",Action,70011206,2020-12-18 18:32:33
74988238,DaveChappelle,I just uploaded “Death Threat from Comedy Central via Dave Chappelle” to #Vimeo: https://t.co/MMMT3YCjBx,Comedy,80171965,2020-12-16 11:14:10
74988238,DaveChappelle,"@DaveChappelle Perhaps you can stop telling you fans to attack me?

https://t.co/L7S82KAWE9",Comedy,80171965,2020-12-16 11:14:10
74988238,DaveChappelle,"ON THE DAY Dave Chappelle and Comedy Central  published a death threat to me also from the Comedy at my home
https://t.co/irG0pfu6AF",Comedy,80171965,2020-12-16 11:14:10
753944971888046081,Still,"still one of the best day in my life ❣️ happy birthday my youngk ☺️ see u again soon!!

#영원한햇살_영현아_생일축하해… https://t.co/NqZJhQAAE7",Horror,80999985,2020-12-18 15:59:10
847954292,Supergirl,"@dismurrit I remember when in S5 of Supergirl, Winn came back a married men and when he said the name of his wife,… https://t.co/WC915ODgqn",Action,60001761,2020-10-14 09:20:39
8715542,SomethingintheRain,"I'm saying when you go digging that deep and that hard you're going to hit SOMETHING, and sometimes what you hit is… https://t.co/X2HsPV5W70",Romance,80990935,2020-10-14 00:03:51
962085014468026368,Happy,Happy birthday to @garrick_steph  one of #OutSiders finest..” wishing you all the best things of life as you celebr… https://t.co/R3XSVc3jIi,Action,80177346,2020-11-30 00:44:03
1070300014843494401,Happy,"@fille_positive Happy Birthday Arshi the Positive Girl ♡ You are one the sweetest girl I've met here. Live Long, Be… https://t.co/WwHmp1MEcn",Action,80177346,2020-11-28 05:37:54
114001588,BlackPanther,"@MarvelStudios if you are considering making another #BlackPanther movie, I seriously urge that you consider… https://t.co/qwLwS93RlD",Action,80201906,2020-12-01 21:32:32
114001588,MarvelsThePunisher,"@MarvelStudios if you are considering making another #BlackPanther movie, I seriously urge that you consider… https://t.co/qwLwS93RlD",Action,80117498,2020-12-01 21:32:32
114001588,MarvelsTheDefenders,"@MarvelStudios if you are considering making another #BlackPanther movie, I seriously urge that you consider… https://t.co/qwLwS93RlD",Action,80002566,2020-12-01 21:32:32
1236377606674620416,Still,still got no duo for tomorrow gggggggg,Horror,80999985,2020-12-18 15:01:21
1245164638964080642,Love,"I love how @TXT_members cover 2nd Gen songs, it always feels closer to heart. No one does it like txt. Hug by TVXQ… https://t.co/P9GoXHCxp7",Romance,81033200,2020-12-18 13:05:40
1332494377718001666,Love,I love when people act too good to watch anime like grow up,Romance,81033200,2020-11-30 03:35:32
1332883795075338240,AmericanHeist,"@AmericanWriter_ He watched her lips make a cute little ""o"" as she blows the steam. ""I'm a descendant of vikings an… https://t.co/VlZw10BhsK",Action,80017261,2020-11-29 21:19:01
1332883795075338240,AmericanHorrorStory,"@AmericanWriter_ He watched her lips make a cute little ""o"" as she blows the steam. ""I'm a descendant of vikings an… https://t.co/VlZw10BhsK",Horror,70210884,2020-11-29 21:19:01
1338587036618547205,Remember,remember when Hardin went into Zed’s bedroom to take Tessa home just to see her wearing his clothes? then he took a… https://t.co/bUNSdUdNNc,Action,80022605,2020-12-17 18:57:41
145286419,Run,"8 km run, @OleandSteenUK coffee and Dave Chappelle’s Netflix special = perfect Saturday https://t.co/88CXKd7ttR",Action,70001082,2020-10-10 12:14:04
21236748,Remember,@AttackotDC @TheVuasLog “Now I know how Dave Chappelle feels” OMFG ☠️☠️☠️,Action,80022605,2020-12-08 03:02:19
21236748,Remember,Remember in Dave Chappelle’s 2000 stand up special “Killing Them Softly” where he described his white buddy’s defen… https://t.co/77szEpHjaH,Action,80022605,2020-12-08 03:02:19
2221773514,CharliesAngels,@Charliesum34 @1985ACarpenter @CastCanary It's just people supporting a player who's come in and done a decent job… https://t.co/XdaGVUAtd6,Action,60003242,2020-12-18 16:32:24
28111762,After,@sam_and_glam After my divorce I didn’t date for over a year. Once I did I was pretty jaded about relationships. 6… https://t.co/WTpWvLLv8I,Romance,80244311,2020-12-18 18:28:48
40163357,Happy,"Happy 4th Anniversary to the game that I've been cosplaying for 6 years now: #FinalFantasyXV!
#HBDFFXV… https://t.co/LjhMj0rmyg",Action,80177346,2020-11-29 23:29:54
418685327,Remember,"Remember when people wanted to draft Trubisky over Garrett, good times",Action,80022605,2020-11-30 03:31:12
580978326,Shadow,@jetthejudge @chanelrobvrts in Shadow of the tomb raider they dialled back the set pieces a hell of a lot! compared… https://t.co/hVYMQ6Rf8u,Action,81034600,2020-11-29 18:48:34
748435127861125120,DaveChappelle,@DaveChappelle even if they took the name “The Chappelle Show” what if you called it “Nigga Lessons w/Dave Chappell… https://t.co/6NQSieXQet,Comedy,80171965,2020-12-12 00:23:51
1115058215790764033,Next,Up next: Black Panther. https://t.co/UurXod3mXp,Action,70066433,2020-10-13 21:41:32
1221838791578546178,TomorrowwithYou,tomorrow I have to read a lot tomorrow no using twitter till I atleast read 200 pages goodnight,Romance,81167029,2020-11-29 22:08:58
1221838791578546178,TomorrowNeverDies,tomorrow I have to read a lot tomorrow no using twitter till I atleast read 200 pages goodnight,Action,17016471,2020-11-29 22:08:58
1230676218770579456,After,"6) After promising consumers they would ""hear what the artist hears,"" Beats by Dre officially debuted in 2008.

The… https://t.co/R5tI1q1QCW",Romance,80244311,2020-12-02 02:13:07
214612791,ChristmasWithAView,"@dclingman That might be attempt #6 then.

I may be too cynical, we'll see. But really, they've poured hundreds of… https://t.co/Mb7VDcb5cq",Romance,80224055,2020-11-29 23:16:06
214612791,ChristmasWithAView,"No snow yet (maybe tomorrow!) and the grass is still green, but we're ready for Christmas, at least outside. https://t.co/hpDExiuCHC",Romance,80224055,2020-11-29 23:16:06
389728637,TomorrowwithYou,"yo tomorrow, no one ask me to leave me bed😭",Romance,81167029,2020-11-28 03:12:50
389728637,TomorrowNeverDies,"yo tomorrow, no one ask me to leave me bed😭",Action,17016471,2020-11-28 03:12:50
441028451,Still,"I'm gonna try and get a few hours' sleep, although I don't if I'll be able cause I'm so nervous😬😂
Still, to say tha… https://t.co/4knK8Aw1ER",Horror,80999985,2020-11-30 00:07:56
513436314,After,After watching dave chappelle’s newest stand up 👀👀 https://t.co/HZeJdJTxHd,Romance,80244311,2020-11-26 15:35:51
794296497357602817,Next,"@TonyGSmoke @SKComics2 Thor 2
Captain marvel
Black panther
Iron man 2
Incredible hulk
Spiderman FFH
Ant-man and wasp",Action,70066433,2020-12-17 14:04:25
794296497357602817,Next,@imdownbadfr He was best character in movie beside black panther.,Action,70066433,2020-12-17 14:04:25
794296497357602817,Next,He be next black panther as soon as he explains why Vegan were hunting fishes. https://t.co/pCzmDN5apz,Action,70066433,2020-12-17 14:04:25
1118462738114572290,After,After getting the hell like update for #RealmeX2Pro 2 days back my phone got slower and today my phone blacked out… https://t.co/aWDMBaxheG,Romance,80244311,2020-12-17 13:22:30
1237505243249852416,Three,"Three times in one day. 
How TF did this get removed 😡

If I had to guess I’d say it’s the swipe up that keeps maki… https://t.co/Ip6ELmFn9R",Action,80117455,2020-11-28 06:05:56
1244951305849724930,ChristmasWithAView,🌙 commented asking for rbvv Christmas carol and 🐻 says he wishes to do it too one day (++ incl rbvv fam concert too),Romance,80224055,2020-12-18 16:07:42
1283602155446951936,Happy,Happy Birthday to @billieeilish you are one of my many reasons to smile and most definitely on why I’m still living… https://t.co/Hepb1gxWeK,Action,80177346,2020-12-18 16:07:46
1324261224310284293,Moonwalkers,@loumylov Moonwalkers,Action,80046728,2020-11-24 19:11:57
193068734,SomethingintheRain,"""If something is written in a way that is too much in the colonial tradition, we need to rethink it.""

Check out ou… https://t.co/3nvYkDHnMF",Romance,80990935,2020-11-29 16:05:08
2227704335,Next,No matter who starts tomorrow im going to be hype to watch our team play against a division rival. Next man up ment… https://t.co/UuLxSzqquI,Action,70066433,2020-12-02 02:26:26
260809261,Love,I’d love to see her in moreee horror or thriller movies/series because she HAS the vibe https://t.co/9pis5lDCCC,Romance,81033200,2020-10-11 15:08:37
2673438442,NealBrennan3Mics,@nealbrennan Just run on your ability to bridge the gap between minorities and dumb rednecks. The Chappelle show wa… https://t.co/reiIsjn6u6,Comedy,80117452,2020-10-10 17:48:29
344939866,Remember,I remember I went to a psychic and she told me she saw me with 4 kids. I’m 26 with 1 and I’m not having kids after… https://t.co/UgIJlaoN1A,Action,80022605,2020-10-14 19:14:53
3500709192,ChristmasWithAView,@ellamai will you release a Christmas EP one day?,Romance,80224055,2020-12-02 02:43:46
41106077,Remember,Remember talking with friends and saying “how the hell do we not know where Osama bin Laden is” back in the day? We… https://t.co/9Ov2Ejs5h8,Action,80022605,2020-10-14 09:58:57
763756587924066304,Secret,It is definitely a good thing I like the people around me!  My Secret Santa broke into my room last night and her e… https://t.co/6PPhx7pKv7,Romance,70205125,2020-12-18 16:43:05
785158969614487552,TheHauntingofMollyHartley,"I'm halfway through #TheHauntingofBlyManor on Netflix and it's gothic melancholy pierces deep. 

Stay away from it… https://t.co/52Z8cfcjib",Horror,70105130,2020-10-11 16:40:37
986017128359890944,After,After 6 amazing years we said goodbye to Smokey tonight. This little guy has been our best friend &amp; we've been thro… https://t.co/KeV95XewK1,Romance,80244311,2020-11-29 20:30:18
1141768853183033345,Happy,happy birthday to the sweetest angel @wuubss - u are one of my favorite glowing faces to see on my timeline ♡🎈 i lo… https://t.co/zpoD5OuljQ,Action,80177346,2020-12-18 18:20:37
1147639809890050049,GoodMorningCall,"goodmorning, it’s #KnJFriday literally my favorite day of the week for many reason! manifesting a new long video to… https://t.co/vViDXF2io7",Romance,80092878,2020-12-18 16:08:11
1241466429670490112,Medium,I clapped for this on @Medium: “America Taught Dave Chappelle That Millionaires Can Sharecrop Too” https://t.co/3bWn6C0b3J,Horror,81168340,2020-11-29 23:54:02
1299216640110813184,AmericanHeist,@AmericanKoshur @ashoswai @jack @FriedrichPieter @cjwerleman @johncusack @AudreyTruschke @GretaThunberg… https://t.co/2v0rk3jZij,Action,80017261,2020-11-28 05:52:50
1299216640110813184,AmericanHorrorStory,@AmericanKoshur @ashoswai @jack @FriedrichPieter @cjwerleman @johncusack @AudreyTruschke @GretaThunberg… https://t.co/2v0rk3jZij,Horror,70210884,2020-11-28 05:52:50
1310128144913969152,Still,"I still want rap for suga like ""one day"" 🥺♥️
#bts bts 
#SUGA #JIMIN #JUNGKOOK #JHOPE #jin #NAMJOON #TAEHYUNG #v https://t.co/EarPfrwt0v",Horror,80999985,2020-10-14 21:11:08
1330518743236161537,Moonwalkers,Moonwalkers when you mess up with Michael* https://t.co/hmo6IWw5kS,Action,80046728,2020-11-22 19:00:57
18929491,TomorrowwithYou,I’m telling yall. No Tomorrow is gonna tear the spring/summertime airways up. #PandoraLive,Romance,81167029,2020-12-02 02:37:48
18929491,TomorrowNeverDies,I’m telling yall. No Tomorrow is gonna tear the spring/summertime airways up. #PandoraLive,Action,17016471,2020-12-02 02:37:48
1894806079,Still,Still thinking about this image I made 6 years ago https://t.co/DHTEIvCwbS,Horror,80999985,2020-11-28 05:28:53
2928201676,Don,"¡Don't miss our Holiday Dinner Giveaway tomorrow starting at 10am at 2053 N. Milwaukee!

¡No pierdas nuestra sorteo… https://t.co/Zl7AdctOMj",Action,20255837,2020-12-18 17:02:09
3283206067,Thriller,@IlovetoTours1 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/iNwR9bBVde,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Welove_Mjking https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/TfJvRkQAZ4,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@crazedrobot88 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/kFrsKpyBwZ,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Fitzyprincess https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/GtQh89V1FC,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Sophiemjgr https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Shelley97560841 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/CctMipXKZT,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@lilsusieeee https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@reiidopop https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@dancingpeterpan https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/4LFGuzJmAn,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@CaioVerboCair https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/WjSIORqUUa,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@MJJ29MOONWALKER https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/HTt8o9he2Q,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@MRPriscilla_ https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@marigold1154 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have… https://t.co/J7YVwrugwt,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@hxt4mike https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@oliviastanca https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@angel_mjj https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Rosanna29585120 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/x9mS56IzET,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@king6_mj https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@CatitaGrau5 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Kaitlynnpayne7 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/87LlbuQ9aX,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@TopMeMichael https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Mj_WrldWide https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@inlovewiththe81 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/9JD4Rw6NiP,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@innocence_mj https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@__Xyana58mj__ https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/ScQsmxWJcD,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@crisJ1994 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Fepsters https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@MagicChances_15 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/P6IsAzo6WU,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Valeria45890283 https://t.co/j9mbgyYfEy Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/Ye1iS8XAzF,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Princes16760203 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/UThM5DFXVS,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@alicetomj https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@cadeladorei https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@irockwithMJ https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@michaeljjfan_ https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/194kaA5Tg5,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@JulieJ_12 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@KarthiYoga1 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@MunecalatinaM https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/gsEGZdRuTl,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@MJJsDirtyDiana https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/w8DaHDDyPD,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@goudelim https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@RockWithMeMJ https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@FiminLili https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@pytjcksn https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@7KeepTheFaith7 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/vzM9xgh8au,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@MarseilleMarie https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/YWjEf3Z6f6,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@heehestan https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@KathyWTHpeople https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/WPrfhJPnNn,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@TodoDiaMJ https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@captivecase https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@PumpiLiya https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@AtaldaMaxima https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video be safe and have great day.,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@WaterburyHillWA https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/FosONSTivY,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@MarinaaIvanova https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/8EgpjrmGKF,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Mike290858777 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/x0Ph0mwvMS,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@suaveblackswan https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/Rcsalpqt8w,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@GoOdFiShBacKDR https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video… https://t.co/SI1ap5ZKIZ,Horror,81024557,2020-12-10 11:37:29
3283206067,Thriller,@Alisa13332674 https://t.co/j9mbgyGEN0 Hello Moonwalkers  brand video start at 9:00AM  Rock with U acapella video b… https://t.co/yk4pOydhD0,Horror,81024557,2020-12-10 11:37:29
